#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Sprint,Description
28214,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Nodes should be accessible if authenticated user is in one of the required roles,Bastian Waidelich,Bastian Waidelich,2011-07-15 12:07,Node handling,"",2011-07-14,"","",100,2011-07-14 16:01,"","",183500,"","","Currently a node is only accessible if the logged in user is in *all* of the required *accessRoles*.
This should be changed so that a node is visible as soon as the logged in user is in *one* of the required roles."
27181,TYPO3.TYPO3CR,Bug,"",Closed,Must have,Moving of nodes should not duplicate content,Sebastian Kurfuerst,"",2011-09-20 11:54,Node handling,Sprint 7,2011-06-01,"","",0,2011-06-01 06:11,"","",134450,"","","right now, the way moving of nodes is implemented has some drawbacks. If we have 5 nodes:

* Node1 (Sorting:1)
* Node2 (Sorting:2)
* Node3 (Sorting:3)
* Node4 (Sorting:4)
* Node5 (Sorting:5)

and then we move Node5 before Node1, this will lead to a complete re-numbering:

* Node5 (Sorting:1)
* Node1 (Sorting:2)
* Node2 (Sorting:3)
* Node3 (Sorting:4)
* Node4 (Sorting:5)

This will copy *all nodes to personal workspace*, although nothing changed.

* An idea would be to distinguish between *content changes* and further changes like moving or deleting nodes."
27140,TYPO3.TYPO3CR,Bug,"",Closed,Should have,Creating an already-deleted node leads to an error,Sebastian Kurfuerst,"",2011-09-20 11:54,"","",2011-05-30,"","",0,2011-05-30 09:18,"","",132400,"","","Try the following:

Create a node with nodeName ""test""
Delete this node
Create another node with nodeName ""test"" (at the same place)

-> Should work, but does not.

*Suggested solution*: Create followed by Delete should directly remove the node (when the changes have not been committed yet to live workspace)."
26851,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,ProxyNode should not automatically persist newNode if it has been cloned beforehand.,Sebastian Kurfuerst,Sebastian Kurfuerst,2011-05-25 03:05,Node handling,Sprint 7,2011-05-17,"","",100,2011-05-17 05:02,"","",119250,"","","If one has a @$proxyNode@, clones it, and changes a property on that node, these changes are automatically persisted. This also happens if one *clones* the ProxyNode. In this case, however, it needs to lose its connection with the Persistence Layer (and a call to Repository::update() is needed again)."
13704,TYPO3.TYPO3CR,Task,"",Resolved,Should have,Fix Node Repository to search in non persistet nodes.,Christian Müller,Christian Müller,2013-05-11 12:27,"","",2011-03-09,"","",0,2011-03-09 03:31,"","",85550,"","","Currently the Node methods / Node Repository do not always consider Nodes that are not yet persistet, which leads to several problems, which remained undetected due to not using them until now and having few functional tests. So fix that and add tests."
11550,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,ProxyNodes for the same node not the same instance,Karsten Dambekalns,Robert Lemke,2011-05-05 11:14,Node handling,"",2010-12-17,"","",100,2010-12-17 07:04,"","",1814000,"","","When proxy nodes for a node are created, it is not ensured that for each node only one proxy instance is created."
7671,TYPO3.TYPO3CR,Task,"",Resolved,Must have,Fix unit tests,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,"","",2010-05-05,"",6.00,100,2010-05-05 11:47,"","",37350,6.00,"",.
6522,TYPO3.TYPO3CR,Bug,"",Closed,Must have,Referenziert noch nach dem alten Resourcenpfad,Lukas Lentner,"",2011-05-05 11:14,"","",2010-02-19,"","",0,2010-02-19 06:54,"","",1811150,"","","Ruft man das Admin Interface auf, so passiert nix, da die falschen JS-Dateien eingebunden werden."
5921,TYPO3.TYPO3CR,Bug,"",Closed,Should have,Equals (Query) ignore the propertyName in a comparison with objects.,Tommy Seus,"",2011-05-05 11:14,"","",2010-01-07,"","",0,2010-01-07 11:11,"","",1811200,"","","Hello, I think the ""propertyName"" is ignored when comparing with objects (query, equals).
PostRepository: 
works: $query->matching($query->equals('blog', $blog))
works too: $query->matching($query->equals('nothing', $blog))

I suspect that will return all objects that have a reference to the object of comparison. The propertyname is ignored.
I noticed the mistake because I have 2 properties in which the comparison object can be saved. I would now like to get back all the objects that reference the object at a particular property.
"
5600,TYPO3.TYPO3CR,Bug,"",Closed,Should have,nested domain-models produce a endless loop,Tommy Seus,"",2011-05-05 11:14,"","",2009-12-02,"","",0,2009-12-01 21:36,"","",1811250,"","","Hi,

I have special nested domain-models. To reproduce the Bugs it is necessary to use no Lazy SplStorageObjects. I have two classes. Each class has a property to store the other class in a SplStorageObject.

The class backend.php calls the method persistObject($object). The Objects in the SplStorageObject are stored in a QUEUE. All objects in the QUEUE are persisted again (persistObject($object)). It is a endless loop to persist the nested object.  

Error: Fatal Error: Maximum function nesting level of  ?

One solution would be to persist only objects that have not been saved so far.


---

The second problem occurs with an update. The method replaceObject() removes the oldObject1 from the identity-mapper. 

persistObject():
updatedObject1 -> SPL -> Object2 (AOPProxy) -> SPL -> OldObject1 = cant find the UID and the OldObject1 in the Idenity-Mapper

Error: CRITICAL TYPO3 Uncaught Exception 1246892970
"
4317,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Still Problems with SplObjectStorage duplicates,Tommy Seus,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-08-25,"","",100,2009-08-25 10:17,"","",1811300,"","","My Version is Revision r3094

There are still problems with the SplObjectStorage duplicates (Issue #3819).

I have attached my script. In addition, the blog model must be expanded.

Step1:
creating a Blog
creating a Post1
creating a Post2
add Post1 to Blog


Step2:
add Post2 to Blog

Step3
detach Post1 from Blog"
4313,TYPO3.TYPO3CR,Bug,"",Resolved,-- undefined --,TYPO3CR Setup not working anymore (has patch),Irene Höppner,Karsten Dambekalns,2011-05-05 11:14,"","",2009-08-25,"","",100,2009-08-25 04:52,"","",1811350,"","",Just renamed initializeArguments() to initializeSetupAction() and changed the action of the form from setup to setup/setup/ to make it work again.
3959,TYPO3.TYPO3CR,Feature,"",Resolved,Must have,Implement limit and ordering for query object model,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Query handling,"",2009-07-22,"","",100,2009-07-22 04:30,"","",1813750,"","",.
3890,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,"If FLOW3 lies in a Subfolder, Browser can't find CSS and Javascript.",Tommy Seus,"",2011-05-05 11:14,"","",2009-07-13,"","",100,2009-07-13 17:38,"","",1811400,"","","*File:* /TYPO3CR/Resources/Public/HTML/View_Admin_Viewport.html

If FLOW3 operates in a subfolder, this call does not work anymore. 

<pre>
<link rel=""stylesheet"" href=""/Resources/Packages/ExtJS/CSS/ext-all.css"" />
</pre> 

The insert of ###BASEURI### fixes this bug. 
<pre>
<link rel=""stylesheet"" href=""###BASEURI###Resources/Packages/ExtJS/CSS/ext-all.css"" />
</pre>"
3889,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Reinjected dependencies are overwritten with NULL,Robert Lemke,Robert Lemke,2011-05-05 11:14,FLOW3 Persistence,"",2009-07-13,"","",100,2009-07-13 12:43,"","",1813800,"","","If a dependency property is not tagged with @transient, it will be overwritten with NULL by the DataMapper right after the dependency has been reinjected (while thawing the property)."
3859,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Reference cycles can not be persisted if no aggregate roots are involved,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-07-09,"","",100,2009-07-09 11:43,"","",1813850,"","","When having reference cycles in an object tree that is persisted, the Backend bails out if the objects are not aggregate root (i.e. don't have a repository):
<pre>
Uncaught FLOW3 Exception
#1219424096: The identifier requested (7e449a8f-94cb-41bc-ad1f-927fb4ca0643) for ""flow3:contentNode""is already in use. (More information)

F3\PHPCR\ItemExistsException thrown in file
/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/Node.php in line 465.

9 F3\TYPO3CR\Node::addNode(""flow3:contentNode"", ""flow3:F3_TYPO3_Domain_Model_Structure_ContentNode"", ""7e449a8f-94cb-41bc-ad1f-927fb4ca0643"")

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php:
00478:    $node = $parentNode->addNode($nodeName, $nodeTypeName, $object->FLOW3_AOP_Proxy_getProperty($uuidPropertyName));
00479:   } elseif ($object->FLOW3_AOP_Proxy_getProperty('FLOW3_Persistence_Entity_UUID') !== NULL) {
00480:    $node = $parentNode->addNode($nodeName, $nodeTypeName, $object->FLOW3_AOP_Proxy_getProperty('FLOW3_Persistence_Entity_UUID'));
00481:   } else {
00482:    $node = $parentNode->addNode($nodeName, $nodeTypeName);

8 F3\TYPO3CR\FLOW3\Persistence\Backend::createNodeForEntity(F3\TYPO3\Domain\Model\Structure\ContentNode_AOPProxy_Development, F3\TYPO3CR\Node, ""flow3:contentNode"")

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php:
00393:      if ($object->FLOW3_Persistence_isNew()) {
00394:       if ($this->classSchemata[$propertyValue->FLOW3_AOP_Proxy_getProxyTargetClassName()]->getModelType() === \F3\FLOW3\Persistence\ClassSchema::MODELTYPE_ENTITY) {
00395:        $this->createNodeForEntity($propertyValue, $node, 'flow3:' . $propertyName);
00396:       } else {
00397:        $this->createNodeForValueObject($propertyValue, $node, 'flow3:' . $propertyName);

7 F3\TYPO3CR\FLOW3\Persistence\Backend::persistObject(F3\TYPO3\Domain\Model\Content\Page_AOPProxy_Development)

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php:
00414:    // right place and have the right name. fancy, eh?
00415:   foreach ($queue as $object) {
00416:    $this->persistObject($object);
00417:   }
00418:  }

6 F3\TYPO3CR\FLOW3\Persistence\Backend::persistObject(F3\TYPO3\Domain\Model\Structure\ContentNode_AOPProxy_Development)

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php:
00414:    // right place and have the right name. fancy, eh?
00415:   foreach ($queue as $object) {
00416:    $this->persistObject($object);
00417:   }
00418:  }

5 F3\TYPO3CR\FLOW3\Persistence\Backend::persistObject(F3\TYPO3\Domain\Model\Structure\Site_AOPProxy_Development)

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php:
00329: 
00330:   foreach ($this->aggregateRootObjects as $object) {
00331:    $this->persistObject($object);
00332:   }
00333: 

4 F3\TYPO3CR\FLOW3\Persistence\Backend::persistObjects()

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php:
00249:   */
00250:  public function commit() {
00251:   $this->persistObjects();
00252:   $this->processDeletedObjects();
00253:   $this->session->save();

3 F3\TYPO3CR\FLOW3\Persistence\Backend::commit()

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/FLOW3/Classes/Persistence/Manager.php:
00209:   $this->backend->setAggregateRootObjects($aggregateRootObjects);
00210:   $this->backend->setDeletedObjects($removedObjects);
00211:   $this->backend->commit();
00212: 
00213:    // this needs to unregister more than just those, as at least some of

2 F3\FLOW3\Persistence\Manager::persistAll()

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/FLOW3/Classes/Core/Bootstrap.php:
00652: 
00653:    if ($this->settings['persistence']['enable'] === TRUE) {
00654:     $this->objectManager->getObject('F3\FLOW3\Persistence\ManagerInterface')->persistAll();
00655:    }
00656:    $this->objectManager->getObject('F3\FLOW3\Session\SessionInterface')->close();

1 F3\FLOW3\Core\Bootstrap::run()

/Users/Shared/Sites/dev/t3v5/dist/Public/index.php:
00045: $flow3 = new $bootstrapClassName(getenv('FLOW3_CONTEXT'));
00046: $flow3->initialize();
00047: $flow3->run();
00048: 
00049: ?>
</pre>

Instead of producing that exception, an object proxy should be created in the CR."
3858,TYPO3.TYPO3CR,Feature,"",Resolved,Must have,Add objects to their own repository automatically,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-07-09,"","",100,2009-07-09 08:55,"","",1813900,"","","On persisting Entities which are referencing Entities being aggregate roots as well an exception is thrown if those are not added to their own repository (they must be added to their own repository, too).

Instead of throwing that exception, objects should be added to their own repository automatically."
3835,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Nested array containing objects as leafs are not handled correctly,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-07-06,"","",100,2009-07-06 11:36,"","",1813950,"","","Consider this class:

<pre>
/**
 * @scope prototype
 * @entity
 */
class FooNode {

	/**
	 * @var array
	 */
	protected $objects = array();

	public function bar($foo, $bar, $object) {
		$this->objects[$foo][$bar] = $object;
	}
}
</pre>

bar() adds the given object to $this->objects ? but indexed by $foo and $bar.
What you'll get during persistence time is:

<pre>
#1246892972: Object expected, array given. (More information)

InvalidArgumentException thrown in file
/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/IdentityMap.php in line 102.

12 F3\TYPO3CR\FLOW3\Persistence\IdentityMap::getUUIDByObject(array)

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php:
00347:  protected function persistObject($object) {
00348:   $queue = array();
00349:   $node = $this->session->getNodeByIdentifier($this->identityMap->getUUIDByObject($object));
00350: 
00351:   $classSchema = $this->classSchemata[$object->FLOW3_AOP_Proxy_getProxyTargetClassName()];
</pre>

This should be handled correctly - or if that is not possible, at least a meaningful error should be shown."
3819,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Objects in SplObjectStorage are stored over and over again,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-07-02,"","",100,2009-07-02 08:25,"","",1812750,"","","When an object inside an SplObjectStorage is stored (at least when using a reference), it will be stored again whenever the source property is dirty.

This doesn't cause problems on reading, as the object will be reconstituted only once and SplObjectStorage stores only distinct instances, but - it's a waste of space, exremely unclean and needs to be fixed.

Might apply to objects in arrays, too."
3756,TYPO3.TYPO3CR,Bug,"",Rejected,Should have,Empty SplObjectStorage property is not reconstituted,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-06-25,"","",100,2009-06-25 04:28,"","",1813700,"","","If a persisted object contains a property of type SplObjectStorage and that storage does not contain any objects, the storage itself won't be reconstituted on recreating the persisted object.

Example:
<pre>
/**
 * A blog
 *
 * @scope prototype
 * @entity
 */
class Blog {

	/**
	 * The posts contained in this blog
	 *
	 * @var \SplObjectStorage
	 * @lazy
	 */
	protected $posts;

	/**
	 * Constructs a new Blog
	 */
	public function __construct() {
		$this->posts = new \SplObjectStorage();
	}

	/**
	 * Adds a post to this blog
	 *
	 * @param \F3\Blog\Domain\Model\Post $post
	 * @return void
	 */
	public function addPost(\F3\Blog\Domain\Model\Post $post) {
		$post->setBlog($this);
		$this->posts->attach($post);
	}

	/**
	 * Returns all posts in this blog
	 *
	 * @return \SplObjectStorage
	 * @author Robert Lemke <robert@typo3.org>
	 */
	public function getPosts() {
		if ($this->posts instanceof \F3\FLOW3\Persistence\LazyLoadingProxy) {
			$this->posts->_loadRealInstance();
		}
		return clone $this->posts;
	}

}
?>
</pre>

If the Blog contains no Posts, getPosts() will return a clone of the empty SplObjectStorage. However, if the Blog has been reconstituted, $this->posts is NULL and therefore issues a fatal error on cloning $this->posts."
3672,TYPO3.TYPO3CR,Feature,"",Closed,Could have,Allow export of invalid item names in document view,Karsten Dambekalns,"",2011-05-05 11:14,Import/Export,"",2009-06-15,"","",0,2009-06-15 08:24,"","",1811450,"","","Export of invalid item (node, property) names needs escaping, see JSR-283."
3671,TYPO3.TYPO3CR,Feature,"",Closed,Could have,Multivalued properties can be exported in document view,Karsten Dambekalns,"",2011-05-05 11:14,Import/Export,"",2009-06-15,"","",0,2009-06-15 08:22,"","",1811500,"","","Export of multivalued properties needs escaping of whitespace and subsequent concatenation into a single XML attribute, see JSR-283."
3486,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,getUUIDByObject() in persistence backend must return NULL if no UUID is found,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-05-27,"","",100,2009-05-27 07:28,"","",1812800,"","",Currently it dies if FLOW3_AOP_Proxy_getProperty() fails.
3485,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Non-persistable properties of an entity which are not marked as transient cause a fatal error,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-05-27,"","",100,2009-05-27 07:26,"","",1812850,"","","This entity ...

<pre>
/**
 * @entity
 * @scope prototype
 */
class Release {

	/**
	 * @var string
	 */
	protected $versionNumber;

	/**
	 * @inject
	 * @var \F3\FLOW3\Object\FactoryInterface
	 */
	protected $objectFactory;
</pre>

... causes a fatal error during persisting time:

<pre>
Fatal error: Call to undefined method F3\FLOW3\Object\Factory::FLOW3_AOP_Proxy_getProxyTargetClassName() in /Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/Backend.php on line 359
</pre>

because the Object Factory is not marked as @transient"
3478,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Reconstitution of object respects class schema - but persistence doesn't,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-05-27,"","",100,2009-05-27 05:30,"","",1812900,"","","<pre>
/**
 * @entity
 * @scope prototype
 */
class Release {

	/**
	 * @var string
	 */
	protected $versionNumber;
}
</pre>

$versionNumber is declared as string. If by some mistake $versionNumber contains an array of strings, the CR will persist the array (string[]) without problems (ignoring the class schema) but while reconstituting the object the CR complains with this exception:

<pre>
#1181084521: getValue() cannot be called on multi-valued properties. (More information)

F3\PHPCR\ValueFormatException thrown in file
/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/Property.php in line 166.

25 F3\TYPO3CR\Property::getValue()

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/DataMapper.php:
00316:   */
00317:  protected function getNativeValue(\F3\PHPCR\PropertyInterface $property) {
00318:   $value = $property->getValue();
00319:   switch ($property->getType()) {
00320:    case \F3\PHPCR\PropertyType::BOOLEAN:

24 F3\TYPO3CR\FLOW3\Persistence\DataMapper::getNativeValue(F3\TYPO3CR\Property)

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/DataMapper.php:
00170:      if ($node->hasProperty('flow3:' . $propertyName)) {
00171:       $property = $node->getProperty('flow3:' . $propertyName);
00172:       $propertyValue = $this->getNativeValue($property);
00173:      }
00174:     break;

23 F3\TYPO3CR\FLOW3\Persistence\DataMapper::thawProperties(F3\Releazr\Domain\Model\Release_AOPProxy_Development, F3\TYPO3CR\Node, F3\FLOW3\Persistence\ClassSchema)

/Users/Shared/Sites/dev/flow3/dist/Packages/Global/TYPO3CR/Classes/FLOW3/Persistence/DataMapper.php:
00140: 
00141:    $this->objectBuilder->reinjectDependencies($object, $objectConfiguration);
00142:    $this->thawProperties($object, $node, $classSchema);
00143:    $object->FLOW3_Persistence_memorizeCleanState();
00144:    $this->persistenceManager->getSession()->registerReconstitutedObject($object);
</pre>"
3456,TYPO3.TYPO3CR,Task,"",Closed,Must have,Refactor internal CR representation of object references,Karsten Dambekalns,"",2011-05-05 11:14,FLOW3 Persistence,"",2009-05-25,"","",0,2009-05-25 11:22,"","",16950,"","","This can be less complex, see attached image."
3336,TYPO3.TYPO3CR,Feature,"",Resolved,Should have,Allow fetching of arbitrary objects by UUID,Bastian Waidelich,Karsten Dambekalns,2011-05-05 11:14,Query handling,"",2009-05-16,"","",100,2009-05-16 04:27,"","",1811550,"","",There is a method getUUIDByObject() in the persistence manager backend. We need the inverse function to be able to retrieve any object by UUID (without the need to specify the object type).
3133,TYPO3.TYPO3CR,Feature,"",Resolved,Should have,Abort persisting objects on reference errors,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-04-19,"","",100,2009-04-19 14:31,"","",1812950,"","",Abort persisting objects when instances are encountered that are aggregate roots but have not been added to their repository (example: structure nodes in TYPO3 backendcontroller setup action).
2902,TYPO3.TYPO3CR,Feature,"",Closed,Must have,"Implementation of move, copy and NodeType.isNodeType",Christoph Blömer,"",2011-05-05 11:14,Node handling,"",2009-03-18,"","",0,2009-03-18 17:10,"","",1811600,"","","For the implementation of WebDAV for the TYPO3CR I am missing some CR functionality to provide all features.

First of all I need the possibility to move and copy a node and its subtree.

Second is, that I need to check if a NodeType is nt:folder or nt:file

Therefore I need the method isNodeType() implemented in the NodeType class.

My implementation looks currently like this:
public function isNodeType($nodeTypeName) {
    return $this->name == $nodeTypeName;
}

Thanks.
"
2891,TYPO3.TYPO3CR,Task,"",Closed,Should have,Clean up splitName() in storage backends,Karsten Dambekalns,"",2011-05-05 11:14,"","",2009-03-18,"","",30,2009-03-18 10:24,"","",14150,"","","splitName() is now present in the PDO storage and search backends, but needs to go elsewhere and cleaned up."
2812,TYPO3.TYPO3CR,Feature,"",Resolved,Must have,Support querying by a property which is a reference,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,Query handling,"",2009-03-10,"","",100,2009-03-10 11:00,"","",1813550,"","","<pre>
   $posts = $postRepository->findByBlog($blog);
</pre>"
2811,TYPO3.TYPO3CR,Feature,"",Resolved,Must have,Implement a case insensitive equals constraint,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,Query handling,"",2009-03-10,"","",100,2009-03-10 10:58,"","",1813600,"","","Add a new or enhance the existing ""equals"" query constraint to allow for case insensitive search in properties."
2623,TYPO3.TYPO3CR,Task,"",Resolved,Should have,Clean up Data Mapper test case,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2009-02-12,"","",0,2009-02-12 10:31,"","",13150,"","","The tests in the data mapper cover too many methods at once - basically it's functional tests for the whole class (and some others) by calling the map() method.

Please split up the tests so they only focus on one method at once and mock the others (ie. work with a mocked DataMapper in the first place).

see thawPropertiesSetsPropertyValues()"
2538,TYPO3.TYPO3CR,Feature,"",Closed,Should have,Basic support for XML import,Karsten Dambekalns,"",2011-05-05 11:14,Import/Export,"",2009-01-30,"","",0,2009-01-30 06:19,"","",1813000,"","",.
2537,TYPO3.TYPO3CR,Feature,"",Resolved,Should have,Basic support for XML export,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Import/Export,"",2009-01-30,"","",100,2009-01-30 06:17,"","",1813050,"","",.
2420,TYPO3.TYPO3CR,Task,"",Resolved,Must have,Adjust license to LGPL,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,"","",2009-01-07,"","",100,2009-01-07 06:47,"","",12300,"","",.
2277,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,When adding the same element more than one time to the repository only the first is created,Christoph Blömer,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2008-12-05,"","",100,2008-12-05 17:16,"","",1813100,"","","The Blog has tags which can be added to more than one post. After rev 1566 this is not possible anymore.

Example:
$tag1 = $this->objectFactory->create('F3::Blog::Domain::Tag');
$tag1->setName('Development');

$post1 = $this->objectFactory->create('F3::Blog::Domain::Post');
$post1->addTag($tag1);

$post2 = $this->objectFactory->create('F3::Blog::Domain::Post');
$post2->addTag($tag1);

The tag is not added to the second post. Also no Exception is shown."
2195,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Fatal error when storing entities containing DateTime property,Bastian Waidelich,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2008-11-24,"","",100,2008-11-24 12:25,"","",1813150,"","","In the Blog Example I'm getting a fatal error when trying to store a comment in the CR:
<pre>
Fatal error: Call to undefined method DateTime::AOPProxyGetProxyTargetClassName() in Packages/TYPO3CR/Classes/FLOW3/Persistence/F3_TYPO3CR_FLOW3_Persistence_Backend.php on line 242
</pre>"
2163,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,"""no such table: namespaces* Exception is misleading",Christoph Blömer,Karsten Dambekalns,2011-05-05 11:14,Storage Backend,"",2008-11-12,"","",100,2008-11-12 15:05,"","",1811650,"","","After typo3cr.db was changed to TYPO3CR.db the file TYPO3CR.db was created and the Exception was thrown because the new DB file has no tables.

A NoSuchDatabaseException or MissingDatabaseException would make more sense before creating just an empty DB file.
"
2121,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,(Almost) all objects in the TYPO3CR package should be prototype,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,"","",2008-11-11,"","",100,2008-11-11 05:45,"","",1813200,"","","Classes like QueryManager, QueryObjectModelFactory etc. should be instantiated as prototype because otherwise it doesn't make sense to pass on the session between them etc."
1942,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Fatal error in F3::TYPO3CR::Node,Bastian Waidelich,Karsten Dambekalns,2011-05-05 11:14,Node handling,"",2008-11-03,"","",100,2008-11-03 13:40,"","",1811700,"","","When adding a comment to the posts collection in the Blog example I get a fatal error:

<pre>Fatal error: Call to a member function isMultiple() on a non-object in Packages\TYPO3CR\Classes\F3_TYPO3CR_Node.php on line 574</pre>
Probably there is something wrong in the Blog repository setup, but the exception should be caught anyways.

BTW: In the Blog example this happens just before the Comments Controller redirects to the post single view, so this error is not displayed."
1886,TYPO3.TYPO3CR,Task,"",Closed,Must have,Check indexing behaviour,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Index/Search,"",2008-10-27,"","",0,2008-10-27 13:59,"","",10050,"","",Make sure content can be searched tokenized and non-tokenized.
1883,TYPO3.TYPO3CR,Task,"",Resolved,Must have,Store objects as node hierarchy reflecting the object tree?!,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2008-10-27,"","",100,2008-10-27 13:55,"","",10000,"","","Check how this is possible, and how this affects efficiency"
1875,TYPO3.TYPO3CR,Feature,"",Closed,Must have,Add more query options to persistence backend,Karsten Dambekalns,"",2011-05-05 11:14,Query handling,"",2008-10-27,"","",70,2008-10-27 13:47,"","",1813250,"","","We need to support more advanced querying, not only testing for equality."
1874,TYPO3.TYPO3CR,Feature,"",Closed,Must have,Implement basic nodetype support,Karsten Dambekalns,"",2011-05-05 11:14,Nodetype support,"",2008-10-27,"","",0,2008-10-27 13:44,"","",1813300,"","",At least the nodes we have should declare themselves as being mix:referenceable. Implement all needed to allow that.
1873,TYPO3.TYPO3CR,Feature,"",Closed,Must have,Look into an alternative storage schema for nodes (and properties?),Karsten Dambekalns,"",2011-05-05 11:14,Storage Backend,"",2008-10-27,"","",0,2008-10-27 13:43,"","",1813650,"","",The current storage schema is not better than in any crude beginner's code example. There are surely better ways...
1872,TYPO3.TYPO3CR,Task,"",Closed,Must have,Check namespace handling,Karsten Dambekalns,"",2011-05-05 11:14,Namespacing,"",2008-10-27,"","",0,2008-10-27 13:41,"","",9950,"","","This is still raw, and we must check implications of the new syntax using curly braces."
1871,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,System properties (like jcr:uuid) are missing,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Property handling,"",2008-10-27,"","",100,2008-10-27 13:39,"","",1813350,"","",Those need to be exposed
1840,TYPO3.TYPO3CR,Task,"",Resolved,Must have,LuceneKeywordAnalyser should not use iconv,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Index/Search,"",2008-10-27,"","",100,2008-10-27 12:26,"","",9750,"","",Make it use the PHP6 package or get rid of the iconv dependency in some other way
