#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
46526,Base Distribution,Story,Work Package #45217: [WIP][Assignee missing] External & internal link support,New,Should have,Media/Scheme aware URL handler,Adrian Föder,"",2013-03-22 05:47,"","",2013-03-22,"","",0.00,0,2013-03-22 03:45,"","",2955750,"","At least as soon as editors should be able to link arbitrary elements via Neos, it comes up that the various target possibilities are currently hard to distinct. In Flow and Neos, there are resources, there are (controller-) actions, there are nodes, and of course there is still the need to link to a typical URL like http:// and mailto:.

Especially the Resource, Action and Node links will result in a different ""output"" then their meaning representation; a Resource is a hash, resulting in the frontend-published URI; an action consists of package, controller, action, argument.. values, resulting in an URI-builder-built url.
And the node is represented by its path or identifier, resulting also in a web-accessible http url.

So, see the following examples:

* @node:///sites/exampleorg/home/welcome/some/section/with/stuff@ Could even result into http://example.org/home/welcome.html#somesectionwithstuff
* @resource:///348fb109a2098234b23498@ Would result into the frontend-published resource
* @media-resource:///348fb109a2098234b23498?width=500&height=800@ Would provide a scaled image
* @http://www.google.de/@
* @mailto:john.doe@example.org@
* @action:///acme.package?controller=sample&action=create&arguments=.....@

This is what just came in my mind and of course these are just suggestions and need to be checked
against current requirements...


h2. Basic implementation idea

For implementing kind of this, I'm thinking about a service, where various schema implementers can hook in. Neos, for example, would then bring its own NodeSchemaImplementer (?), TYPO3.Media could provide an implementor which allows also scaling an (image) resource (like IMG_RESOURCE).
Flow on it's very own of course brings an MvcActionSchemaImplementer (?) (I'm just throwing around with name suggestions which helps me to understand what I mean ;)

I think these schemas schouldn't have anything to do with the StreamWrapper because that's more an internal PHP thing. ""Our"" schema here is ""just"" a naming convention to transpose a stringly given resource locator to its actual representation.

h2. Locate TYPO3CR nodes

Since nodes can be moved around, it sounds making sense to use the node identifier. However, as far as I got it, the node identifier can be pretty ""volatile"" in regards of workspaces, etc.

But still, in order to be able to keep old ""links"" updated in case their nodes are moved around, their paths would need to be updated. This could only be done by something like a Refindex, and is likely also not very nice... What do you think on the long run?"
46627,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Partial visible button bar,Mattias Nilsson,"",2014-11-02 12:22,"","",2013-03-24,"","",0.00,100,2013-03-24 07:34,"","",1082350,0.00,When trying to edit a content element that has a parent element with an high z-index the button-bar is not fully visible.
46680,Base Distribution,Task,Story #40599: Include arbitrary Flow-Applications as Plugins,Resolved,Must have,[FEATURE] Add ConfigurationProcessors for ContentTypes,Marc Neuhaus,Marc Neuhaus,2013-10-04 06:36,"",1.0 beta 1,2013-03-26,2013-04-20,"",0.00,100,2013-03-26 06:40,"","",1085000,"","ContentType Configurations are currently only statically loaded from the
yaml Configuration. In order to dynamically add PluginViews to the static
ContentTypes i suggest to add a ConfigurationProcessor that's invoked while
constructing a ContentType to dynamically extend the existing ContentTypes.


*Syntax*

<pre>
      'TYPO3.Neos.ContentTypes:PluginView':
        superTypes: ['TYPO3.Neos.ContentTypes:ContentObject']
        label: 'Plugin View'
        group: 'Plugins'
        showUneditableOverlay: false
        configurationProcessors:
          - '\TYPO3\Neos\ContentTypes\OptionsProvider\PluginViewsConfigurationProcessor'
        properties: []
</pre>"
46722,Base Distribution,Task,"",Resolved,Must have,"Check/update ""Your first plugin""",Karsten Dambekalns,Karsten Dambekalns,2014-07-11 14:29,Documentation,1.0 beta 1,2013-03-27,"","",0.00,100,2013-03-27 10:33,"","",1087050,0.00,""
46857,Base Distribution,Task,Work Package #45013: Flexible plugin integration (TODO: Reviews),Resolved,Should have,Provide a PluginService as central API for Plugins and PluginViews,Marc Neuhaus,Marc Neuhaus,2013-10-04 11:36,"","",2013-04-02,2013-04-20,"",0.00,100,2013-04-02 05:29,"","",1093500,"","There should be an PluginService als central API to fetch Information about
existing Plugins and PluginViews."
47023,Base Distribution,Work Package,"",Accepted,Could have,Global user interface,Aske Ertmann,Aske Ertmann,2014-11-20 10:54,Global User Interface,1.0 beta 1,2013-02-13,"","",0.00,75,2013-04-07 07:59,"","",1101800,0.00,"h1. Global user interface

* Target Audience: *users* who want to edit content
* Responsible: Aske Ertmann
* Implemented by: the whole Neos Team
* Amount: not estimatable, *not paid, done on voluntary basis*
* Version: *must have* for 1.0
* Planned Implementation Timeframe: continuous work

h2. Motivation

In order to get a good user experience and a clean user interface, we need to improve the global user interface with thought through concepts and a more general styling.

h2. Goal

To achieve a good and consistent user experience together with a consistent design and reused components/experiences across the whole backend.

h2. Deliverables

* Menu component
* Navigate component
* Top bar
** User menu
** Publish menu
* Context bar
* Inspector
* Overlays
* Breadcrumb
* Search field/results
** Commands
* Notifications
* Tips"
47024,Base Distribution,Task,Work Package #47023: Global user interface,Closed,Should have,Overlays,Aske Ertmann,"",2014-11-02 12:23,Global User Interface,1.0 beta 1,2013-02-13,"",0.00,0.00,100,2013-04-07 08:11,"","",1101850,0.00,"The goal of this task is to streamline all overlays and improve the usage of them.

* Streamline design of global and context bound overlays
* Get rid of context bound overlays when not necessary"
47076,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Inspector properties is partially hidden,Mattias Nilsson,Mattias Nilsson,2014-11-02 12:22,"","",2013-04-09,"","",0.00,100,2013-04-09 10:03,"","",1104450,0.00,With too many Inspector properties inside the Inspector panel the last property is no fully visible. This is due to missing margin in bottom of Inspector panel.
47555,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,The deletePageDialog delete button do not match rest of the UI,Mattias Nilsson,Mattias Nilsson,2014-11-02 12:22,"","",2013-04-24,"","",0.00,100,2013-04-24 10:17,"","",1128100,0.00,The deletePageDialog delete button do not match rest of the UI because of the usage of icons and icon colors.
47605,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Image crop is broken in wireframe mode,Karsten Dambekalns,Sebastian Hens,2014-11-02 12:22,Content Editing,"",2013-04-26,"","",0.00,100,2013-04-26 09:16,"","",1130550,0.00,In wireframe mode the crop flyout has a wrong aspect ratio and the crop frame is not placed correctly.
47610,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,"If page tree is expanded, new content element chooser is shifted to the right",Karsten Dambekalns,Rens Admiraal,2014-11-02 12:22,Content Editing,"",2013-04-26,"","",0.00,0,2013-04-26 10:05,"","",1130800,0.00,"See screenshot for a ""description""?

This issue occurs because the overlay is absolute positioned to follow the element. What we should do is to have a dom element with position relative and add the overlays inside those, because they would then follow the body margins added by the neos backend."
47895,Base Distribution,Work Package,"",New,Could have,Taxonomy solution,Christian Müller,"",2013-09-30 06:35,"","",2013-05-03,"","",0.00,0,2013-05-03 13:04,"","",1144950,"","Create a generic taxonomy solution to avoid ""insular solutions""

Target Audience: developers that use taxonomies (tags, categories) in their plugins / websites
Responsible: Christian Müller <christian (dot) mueller (at) typo3 (dot) org>
Implemented by:
Amount: 
Version:
Planned Implementation Timeframe: 

Motivation

TYPO3 Neos should provide a generic taxonomy solution to serve websites that are more based on a category model instead of pages and furthermore to have a common base for tagging and categorizing data in Neos plugins, like news, media assets and so on...
 
* MUST: Taxonomy model (based on either TYPO3CR or domain models)
* MUST: import/export service for taxonomies
* MUST: integration to neos to use as side wide structuring system (menu based on taxonomies, content based on taxonomies).
* MUST: clearly documented workflow on how to use taxonomies in plugins
* COULD: interface and neos module to manage taxonomies

"
47905,Base Distribution,Work Package,"",New,Should have,Perfection the Party and Account Management Module,Adrian Föder,Adrian Föder,2013-05-15 09:52,Administration,"",2013-05-14,"","",0.00,0,2013-05-04 04:07,"","",1145450,0.00,"h1. Perfection the Party and Account Management Module

* Target Audience: *users* who are competent to administrate an installation's users and accounts data
* Responsible: Rens Admiraal
* Implemented by: Sebastiaan van Parijs, Adrian Föder
* Amount: not estimatable, *not paid, done on voluntary basis*
* Version: *not planned yet*
* Planned Implementation continuous work

h2. Motivation

As soon as a project introduces a user base, including accounts (which is intrinsically the case on Neos projects due to the Administrator/Editor roles), the need for versatile management possibilities is raised.

h2. Goal

Administrators should be able to use the GUI for everything the data base provides, in a company-kind manner, that is, for example, resetting a user's or bulk-resetting a group of user's password with an auto-generated one; providing a way to set and assign roles to users; and, not at least, provide a way to add GUI implementations for concrete implementation classes (not every Account has a TYPO3.Party assigned, and not every AbstractParty has a SinglePerson).

h2. Deliverables

* MUST have a way to assign roles to users
* MUST reflect the fact that the Core only prescribes Account and AbstractParty, implementors should be able to set GUI implementations of their own Party and Person implementations
* SHOULD have a way to set an auto-generated password to the account
* SHOULD provide the possibility to bulk-reset user passwords"
48068,Base Distribution,Task,Work Package #47023: Global user interface,Closed,Should have,Menu component,Aske Ertmann,Mattias Nilsson,2014-11-02 12:24,Global User Interface,1.1,2013-07-10,"",0.00,0.00,100,2013-05-08 15:48,"","",1153450,0.00,"Implement a menu component aligned to the left side of the viewport. The menu contains a list of two main modules ""Edit content"" and ""Dashboard"" as well as shortcuts and modules.

Specification:
* Edit content button
* Dashboard button
* Shortcuts (section)
* Main modules and first level sub modules (sections)
* Collapse/expand button for each ""section""
** Remember states (like the inspector groups)
* Menu toggle button
** Active state when toggled
** Toggle with click (maybe hover as well, needs some real tests)
* Overlays other UI elements and the page
** Does not add left margin to the body
* Toggle animation is slide out/in from left
* Position fixed with 100 % height
* Content not visible can be viewed by scrolling
* Create separate SCSS file for all CSS
* Create separate JavaScript file for the component"
48069,Base Distribution,Task,"",New,Should have,Make node migration more user friendly,Aske Ertmann,Christian Müller,2013-07-11 17:41,"",1.1,2013-05-08,"","",0.00,0,2013-05-08 15:53,"","",1153500,"","Currently the implementation is not very easy to figure out. For the most part people will just want to apply the migrations that needs to be applied and do it to all or a specific workspace, both should be fairly easy to do.

For now this is not such a big issue but it will become more and more of an issue with the amount of Neos implementations."
48070,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Image captions should be edited inline,Aske Ertmann,"",2014-11-02 12:22,Content Editing,"",2013-05-08,"","",0.00,100,2013-05-08 16:04,"","",1153550,0.00,"Instead of the approach we have now with having the caption in the inspector, we should instead make a checkbox that is marked with ""reloadIfChanged"" and then a <caption> tag is rendered that can then be modified. This is would prevent using space in the inspector and make it easier to write what's needed since it can then be formatted like other text. It also makes it easier to solve the issue with having different captions for multiple images (not yet possible)."
48071,Base Distribution,Task,Work Package #47023: Global user interface,Resolved,Could have,Navigate component,Aske Ertmann,Aske Ertmann,2014-11-20 10:54,"",1.0 alpha 6,2013-07-11,"",0.00,0.00,94,2013-05-08 16:22,"","",1153600,0.00,"Implement a navigate component aligned to the left side of the viewport. The component contains two main things: a node tree and a context structure tree. The component is available across multiple modules and will only contain a context structure tree in the ""Content module"". The node tree has different filtering/sorting options like node type and sorting by structure or date.

Specification:
* Node tree
** Collapsible
** Filtering select box (multi select with available folder nodes)
** Sorting select box (structure, date)
** Add/delete button
** Node tree
*** Expand/collapse branches
*** Drag & drop moving (only when sorted by structure)
* Context structure tree
** Only available in ""Content module""
** Expand/collapse branches
** Drag & drop moving
** Collapsible
*** Remember state (like the inspector groups)
* Navigate toggle button
** Active state when toggled
** Toggle with click
* Overlays the page (underneath the menu component)
** Adds left margin to the body
* Toggle animation is slide out/in from left
* Position fixed with 100 % height
* Content not visible can be viewed by scrolling
* Create separate SCSS file for all CSS
* Create separate JavaScript file for the component"
48072,Base Distribution,Task,Story #45973: As a content editor I want improved image handling,Closed,Must have,Remove image from image property,Aske Ertmann,Dominique Feyer,2014-11-02 12:22,"",1.0 beta 1,2013-05-08,"","",0.00,100,2013-05-08 16:26,"","",1153650,0.00,Currently it's not possible to remove the uploaded image from a image property
48073,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Must have,Image cropping is broken,Aske Ertmann,"",2014-11-02 12:22,"","",2013-05-08,"","",0.00,100,2013-05-08 16:42,"","",1153700,0.00,Currently nothing happens when clicking the crop button for an image
48074,Base Distribution,Task,"",Resolved,Must have,Neos backend no conflict mode,Aske Ertmann,Adrian Föder,2014-03-04 09:35,"",1.0 beta 1,2013-05-08,"","",0.00,100,2013-05-08 16:45,"","",1153750,"","Currently the JavaScript for the Neos backend is not properly contained so it breaks when a page has its own version of jQuery or RequireJS. This needs to be fixed to allow using Neos with all kinds of templates.

RequireJS has already some support of loading things asynchronously and with different versions at the same time, which could probably be used to solve some of the issues."
48075,Base Distribution,Task,Work Package #47023: Global user interface,Accepted,Should have,Context bar,Aske Ertmann,"",2014-06-20 08:23,"","",2013-05-08,"","",0.00,67,2013-05-08 16:58,"","",1153800,0.00,"The context bar contains options specific to the module being viewed. It contains stuff like the fullscreen button, language selection, wireframe toggle etc."
48076,Base Distribution,Task,Task #48075: Context bar,Accepted,Should have,Wireframe mode toggle,Aske Ertmann,Rasmus Skjoldan,2013-09-23 16:08,"","",2013-05-08,"","",0.00,0,2013-05-08 16:59,"","",1153850,"","Add button for toggling wireframe mode in ""Content module"""
48077,Base Distribution,Task,Task #48075: Context bar,New,Should have,Language selection,Aske Ertmann,Rasmus Skjoldan,2013-07-11 17:44,"",1.1,2013-05-08,"","",0.00,0,2013-05-08 17:00,"","",1153900,"","Add button for language selection in ""Content module"""
48078,Base Distribution,Task,Task #48075: Context bar,Accepted,Should have,Fullscreen mode toggle,Aske Ertmann,Sebastian Kurfuerst,2013-10-22 10:27,"",1.0 beta 1,2013-05-08,"","",0.00,100,2013-05-08 17:01,"","",1153950,"","Add button for toggling fullscreen mode  in ""Content module"""
48079,Base Distribution,Task,Task #48075: Context bar,Resolved,Should have,Inline editor options,Aske Ertmann,Sebastian Kurfuerst,2013-07-11 17:54,"",1.0 beta 1,2013-05-08,"","",0.00,100,2013-05-08 17:02,"","",1154000,"",Add options for the inline editor to the context topbar
48080,Base Distribution,Task,Work Package #47023: Global user interface,Accepted,Should have,Breadcrumb,Aske Ertmann,"",2013-08-25 10:53,"",1.0 beta 1,2013-07-11,"",0.00,0.00,50,2013-05-08 17:36,"","",1154050,0.00,"Implement a select box containing the current selected node as the selected value with the available parent elements as other options. When selecting a parent element the node focus changes to the selected element and the options are updated for the new selected element. It's a replacement of the content breadcrumb currently available in the bottom toolbar next to the inspect button.

There will always be a selected option since it follows the node selection where the page is selected if no content element/section is selected. Added as part of the inspector.

This elements also serves the purpose of providing visual indication of what the inspector fields are for."
48091,Base Distribution,Task,Work Package #47023: Global user interface,Resolved,Should have,Inspector,Aske Ertmann,Aske Ertmann,2014-10-04 11:21,"","",2013-06-10,"",0.00,0.00,100,2013-05-09 08:33,"","",1154600,0.00,"Implement an inspector component aligned to the right side of the viewport. The inspector contains all the non inline property editors for the currently selected node.

Specification:
* Content breadcrumb #48080
* Collapsible
** Remember state
** Toggle animation is slide out/in from left
* Cancel button
* Apply button
* Position fixed with 100 % height
* Content not visible can be viewed by scrolling
* Property groups
** Collapsible
*** Remember state
** Property editors
*** Textfield
*** Textarea
**** Fly out when focussed
*** Checkbox
*** Selectbox
*** Custom fields
**** Image property
**** Non-empty fields
*** Validation
* Create separate SCSS file for all CSS
* Create separate JavaScript file for the component"
48106,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Different issues,Aske Ertmann,Christian Müller,2014-11-02 12:22,"",1.0 beta 1,2013-05-10,"","",0.00,100,2013-05-10 09:30,"","",1155350,0.00,http://cognifloyd.blogspot.com/2013/05/neos-dev-master-hints.html
48139,Base Distribution,Task,Work Package #47023: Global user interface,Resolved,Should have,Notifications,Aske Ertmann,Rasmus Skjoldan,2013-12-08 13:35,Global User Interface,1.0 beta 1,2013-05-13,"","",0.00,100,2013-05-13 09:00,"","",1157000,"","Implement notifications on the top of the screen. There should be four different types: alert, warning, info, success. The notification should only show a headline and then have the ability to expand to see detailed description. It should be possible to see multiple notifications at the same time."
48140,Base Distribution,Task,Work Package #47023: Global user interface,New,Should have,Tips,Aske Ertmann,"",2013-07-11 17:51,"",1.1,2013-05-13,"","",0.00,0,2013-05-13 09:01,"","",1157050,"",Implement useful tips for the user to ease first time use of the backend UI. These could look like the notifications.
48142,Base Distribution,Task,Work Package #47023: Global user interface,New,Should have,Search field/results,Aske Ertmann,"",2013-07-11 17:51,"",1.1,2013-05-13,"","",0.00,0,2013-05-13 09:09,"","",1157150,0.00,"Implement a search field that uses AJAX to fetch results when typing.

* A limited number of results should be shown.
* Results consist of a title, a node icon and the node path as the title attribute of the link.
* The results should be navigatable with the use of the up and down arrow keys as well as enter for selecting.
* Part of the title containing the search word should be highlighted (bold).
* There should be a button for clearing the search field (inside the field)."
48143,Base Distribution,Task,Task #48142: Search field/results,New,Should have,Include commands as search results.,Aske Ertmann,"",2013-07-11 17:51,"",1.1,2013-05-13,"","",0.00,0,2013-05-13 09:11,"","",1157200,"","Available command should be able to be searched for and returned with the other results. Instead of navigating to the result, the command will be triggered instead."
48146,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Change default generated node paths when changing the node title,Aske Ertmann,Aske Ertmann,2014-11-02 12:22,"",1.0 alpha 6,2013-05-13,"","",0.00,80,2013-05-13 09:26,"","",1157350,0.00,"A default node path is generated when creating a new node, we should change this automatically when a node with a title property is changed if it still has the default node path. This is to make it easier for the editor to get nice URL's. For now we should however not change this automatically if the title changes and the node path is not a generated one, because we lack a good way to support redirects from old URL's."
48147,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Should have,Editing of shortcuts,Aske Ertmann,Tim Kandel,2014-11-02 12:22,"","",2013-05-13,"","",0.00,100,2013-05-13 09:28,"","",1157400,0.00,"It should be possible to navigate to shortcuts while being logged into the backend. A default template page should be showed with a clear indication that it's a shortcut (non-viewable folder node). Then it should be possible to configure the shortcut using the inspector.

* Change demo site to not have the first page as a shortcut
** Add a new page as shortcut as an example of shortcuts
* Test what happens if you have a shortcut to the first child node that doesn't have a child node (frontend & backend)
* Redirect to the shortcut location if the page you're being redirected to after login is a shortcut (BackendRedirectionService)"
48178,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Must have,Inspector click protection dialog broken after Ember RC3 update,Aske Ertmann,"",2014-11-02 12:22,Content Editing,"",2013-05-14,"","",0.00,100,2013-05-14 05:33,"","",1158950,0.00,"After the Ember RC3 update the click protection layer dialog throws a JavaScript error when clicking any of the buttons (cancel, apply, don't apply and close)"
48180,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Must have,Saving content properties inside selectboxes doesn't work,Berit Hlubek,"",2014-11-02 12:22,Content Management,1.0 beta 1,2013-05-14,"","",0.00,100,2013-05-14 07:38,"","",1159050,0.00,"Within any kind of content element which has some properties of the type selectbox it's not possible to apply the change of a selectbox value.
Tested with several indivdual content elements and with "" text with image (alignment)""."
48209,Base Distribution,Task,Work Package #45007: Basic Accessibility of the Neos Backend (step 1),Resolved,Should have,Move all content elements below 1 DOM element,Rens Admiraal,Rens Admiraal,2013-07-11 17:51,"",1.0 beta 1,2013-05-15,"","",0.00,100,2013-05-15 05:13,"","",1160450,"",For accessibility it's important to have the full application interface below one DOM element with the role 'application'. This is also important for the overall technical design / stability of the Neos backend
48210,Base Distribution,Task,Work Package #45007: Basic Accessibility of the Neos Backend (step 1),Resolved,Should have,Restructure the bootstrap of the contentmodule to use ember,Rens Admiraal,Rens Admiraal,2013-05-17 12:10,"","",2013-05-15,"","",0.00,100,2013-05-15 05:16,"","",1160500,"","currently we append a lot of 'standalone ember views' to the interface using jQuery. This could be highly improved by using the actual way Ember works. THis leads to less and more readable code, and less problems with binding and view updates."
48211,Base Distribution,Task,Story #44957: Reliable clipboard and content element handles,Resolved,Should have,Make the handles a 'singleton',Rens Admiraal,Rens Admiraal,2013-07-02 15:47,"",Sprint February 2013,2013-05-15,"","",0.00,100,2013-05-15 05:18,"","",1160550,"",By creating just one handles bar moving around with the current node selection we can highly optimize the positioning and stability of the handles.
48238,Base Distribution,Task,Work Package #47023: Global user interface,New,Could have,Alert user when logging out with unpublished nodes,Aske Ertmann,"",2013-07-11 17:53,"",1.0 beta 1,2013-05-16,"","",0.00,0,2013-05-16 03:48,"","",1161900,"","To help people avoid forgetting to publish, we should show an alert when logging out with unpublished changes."
48239,Base Distribution,Task,Work Package #47023: Global user interface,New,Could have,Backend interface color distinction,Aske Ertmann,"",2013-07-11 17:56,"",1.1,2013-05-16,"","",0.00,0,2013-05-16 03:49,"","",1161950,"","It could be useful to have the possibility to change a visible color in the backend ui between development, staging and production sites."
48240,Base Distribution,Task,Task #48075: Context bar,Resolved,Should have,Edit & preview menu,Aske Ertmann,Rasmus Skjoldan,2014-06-20 08:23,"",1.1,2013-05-16,"","",0.00,100,2013-05-16 03:57,"","",1162000,"","The Edit & Preview menu needs to be established in 1.0

The full version will later connect to a tabbed inspector to provide customization options of both the preview and edit modes.

To the right of Menu and Navigate, a third top-level menu must be included: ""Edit & Preview""

The 2 parts (50% width each from far left to Inspector border) are labelled ""Edit content"" and ""Preview central""

For the 1.0 release, the available items in the menu are:

EDIT MODES:
Frontend
Wireframe

PREVIEW SHORTCUTS:
Desktop
Tablet
Mobile

Background of the tab and menu area below: #141414
"
48241,Base Distribution,Task,Work Package #48367: [WIP] End-To-End Testing of Neos with Behat,New,Should have,Create sandboxed Jenkins testing environment,Christopher Hlubek,Robert Lemke,2013-05-21 04:52,"","",2013-05-16,"","",0.00,0,2013-05-16 03:58,"","",1162050,"","Running tests (pre-merge / post-merge) should be separated from release management and deployment.

Some notes about the additional setup for running Behat tests with headless Selenium:

*CI Setup for Selenium*

* Install Xvfb (aptitude install xvfb)
* Download init script from https://gist.github.com/jterrace/2911875 to /etc/init.d/xvfb
* chmod +x /etc/init.d/xvfb
* sudo update-rc.d xvfb defaults

* Install Firefox

* Install Selenium server into /usr/local/lib/selenium:
** Download http://selenium.googlecode.com/files/selenium-server-standalone-2.32.0.jar
* Download init script from http://www.danstraw.com/blog/wp-content/uploads/2010/11/selenium.txt
* Added 'export DISPLAY="":1.0""' before starting Selenium server to set the display for Xvfb

* Run Apache on 8081 (parallel to Nginx)
* Create VHost in Apache
* Install MySQL

*Ideas:*

* Post only message on failure (instead of -1)
* Start Xvfb using Jenkins Xvfb plugin (run in parallel in start / stop after tests)

* Capture video (headless gem)
** Start capturing video before each scenario"
48242,Base Distribution,Task,"",On Hold,Should have,Add WAI-Aria roles,Rens Admiraal,Rens Admiraal,2013-10-22 16:04,"","",2013-05-16,"","",0.00,20,2013-05-16 04:17,"","",1162100,"",""
48243,Base Distribution,Task,Work Package #45007: Basic Accessibility of the Neos Backend (step 1),Resolved,Should have,Add Keyboard navigation / eventhandling class,Rens Admiraal,"",2013-10-22 16:05,"","",2013-05-16,"","",0.00,100,2013-05-16 04:18,"","",1162150,"",""
48244,Base Distribution,Task,Work Package #45024: [WIP] Context sensitive help in the Neos Backend (accessibility step 2),New,Should have,Add context sensitive help,Rens Admiraal,"",2013-10-22 15:33,"","",2013-05-16,"","",0.00,0,2013-05-16 04:18,"","",1162200,"",""
48271,Base Distribution,Task,"",New,Should have,General security,Aske Ertmann,"",2013-05-16 09:16,"",1.0 beta 1,2013-05-16,"","",0.00,0,2013-05-16 09:16,"","",1163500,"","For the first release of Neos we need to check the whole system for security vulnerabilities. That includes both frontend, backend and services etc."
48273,Base Distribution,Task,Work Package #47023: Global user interface,Resolved,Should have,Enable JavaScript backend for modules,Aske Ertmann,"",2013-07-11 17:58,"",1.0 beta 1,2013-05-16,"","",0.00,100,2013-05-16 09:19,"","",1163600,"","For the modules we need to include a customized version of the backend application. It should not include the inspector, the context bar and the navigate component at first."
48275,Base Distribution,Work Package,"",New,Should have,TypoScript consistency,Aske Ertmann,Sebastian Kurfuerst,2013-10-11 15:36,General / Project,1.0 beta 1,2012-08-16,"","",0.00,67,2013-05-16 09:41,"","",1163700,0.00,"h1. TypoScript consistency

* Target Audience: *integetors* who want to implement sites
* Responsible: ""Sebastian Kurfürst (click to contact)"":http://forge.typo3.org/users/11
* Implemented by: the whole Neos Team
* Amount: not estimatable, *not paid, done on voluntary basis*
* Version: *must have* for 1.0
* Planned Implementation Timeframe: continuous work

h2. Motivation

In order to get a consistent experience and logical understanding of TypoScript we need to improve some of the concepts

h2. Goal

To achieve a consistent and flexible TypoScript implementation that would don't need to change much in the future

h2. Deliverables

* Improved FlowQuery #48278, #48280
* Per-Site instead of Per-Node TypoScript #48321
* Value / TS Object Interoperability #48359
* Kill processor classes, change processor syntax #48361
* (maybe) rename ""matcher"" to ""if"" #48362
* (maybe) implement declarative configuration per TYPO3CR Node #48363"
48276,Base Distribution,Task,Work Package #48275: TypoScript consistency,Resolved,Must have,Put site root node into Eel context,Aske Ertmann,Christian Müller,2013-05-21 13:35,General / Project,1.0 beta 1,2013-05-16,"","",0.00,100,2013-05-16 09:44,"","",1163750,"","In order to write queries from the root node we need the site node to be available in the Eel context

Example:
* ${q(site).children('firstlevel')}"
48278,Base Distribution,Task,Work Package #48275: TypoScript consistency,New,Must have,"Add ""Find"" FlowQuery operation",Aske Ertmann,"",2013-05-16 10:20,General / Project,1.0 beta 1,2013-05-16,"","",0.00,0,2013-05-16 09:50,"","",1163850,"","Implement a new FlowQuery operation called find which mimics the query selector by making it possible to filter children nodes not limited by the depth like children is.

The find selector should support nested node names like ""node/subnode""

It should also support an arbitrary selector in the node name filter like ""node/*/subnode"" or ""*/category-*"""
48280,Base Distribution,Task,Work Package #48275: TypoScript consistency,Resolved,Should have,Add Eel expression support for node identifiers,Aske Ertmann,Christian Müller,2013-05-19 13:37,General / Project,1.0 beta 1,2013-05-16,"","",0.00,100,2013-05-16 09:53,"","",1163950,"","It should be possible to select a specific node by it's identifier using a hashed syntax like the jQuery ID selector

Example:
${q(node).children('#054f08f5-75a9-432e-9d9b-4b5f45011530')} or {$(site).find('#054f08f5-75a9-432e-9d9b-4b5f45011530')}"
48291,Base Distribution,Task,Work Package #45217: [WIP][Assignee missing] External & internal link support,Accepted,Should have,Redirect management for moved pages,Sebastian Kurfuerst,Tim Kandel,2013-05-16 12:40,Content Rendering,1.0 beta 1,2013-05-16,"","",0.00,0,2013-05-16 11:03,"","",1164450,"",Consult with Bastian Waidelich
48321,Base Distribution,Task,Work Package #48275: TypoScript consistency,Resolved,Should have,Drop support for node based TypoScript files,Christian Müller,Christian Müller,2013-10-01 06:35,"",1.0 beta 1,2013-05-17,"","",0.00,100,2013-05-17 04:27,"","",1165950,"","TypoScript files should no longer be searched in the subpath ""Nodes"".
The concept of TypoScript specific to a Node was abandoned in favor of a centralized TypoScript configuration. Any changes to the rendering based on nodes and node structure should be realized by using Matchers and EEL expressions in the central TypoScript.

The reasons were the following:

* you have one place to understand the *whole rendering* of a site
* the TS for the site is cacheable extremely well
* many team members did not like the node-path-to-file-system-magic and thought it was fragile"
